title,review,rating,value,service,location,rooms,cleanliness,sleep_quality,label
"Wonderful, better than expected.","Stayed 3 nights. Had Dragons Lair and a Pod. Very impressed. Pod compact but very cleverly thought out. Everything you could need, although my friend would have liked a mirror for her lippy lol. Bathroom block very clean, towels changed daily. Warm. Always hot water. Community Room excellent , very warm and everything you would need. Definitely visit again. Very central. Enjoyed little village of Beddgelert. Walked Snowdon and did Zip Wire. You won't be disappointed. Claire the owner, very accessible and approachable. Enjoy . Further down asking about Hotel Style and amenities. Mostly not relevant. Not easy to answer. No microwave in Pod, but Microwave in Community
Room.",5,,5.0,5.0,,5.0,,OR
Maple Lodge log cabin,"We stayed here for four nights from the 5th - 9th September 2016 as a base for walking and a visit to Zip World etc. The cabin was small but well equipped and on arrival it was a nice touch to find the heating already on and a welcome pack of bread, milk and wine awaiting us. We thoroughly enjoyed our stay and hopefully we will be back . Kate and Ken.",5,,,,,,,OR
Amazing stay!!,"Stayed for two night as a base to climb Snowden, stayed with two friends in the dragons Lair attached to the common room. Really clean and comfortable beds. The common room had great WIFI and plenty of space to eat and drink. The shared bathroom were really clean and you really get a feeling for the camping experience whilst staying in the pods. Met staff the last morning and were really friendly. Great location close to all Snowden trail starting points, and 20 minutes to a beautiful beach you drive on to, defiantly stay again",5,5.0,5.0,,,5.0,,OR
AMAZING,"WOW, AMAZING!
We recently stayed with 4 people (family) for one night. The pods are the cutest thing and everything you can wish for is lovingly thought about, from crockery and hot water bottles in the pods to fantastic bathrooms/shower/toilet and perfect kitchen facilities, where you can find microwave, kettle, fridge and toaster. Everything is spotless.
The owner Claire and team are the nicest people you can imagine.
A warm welcome (literally-the pods are heated) and an outstanding location.
Thank you so much for a wonderful stay, we will definitely book again!",5,5.0,5.0,,,,,OR
AMAZING,"WOW, AMAZING!
We recently stayed with 4 people (family) for one night. The pods are the cutest thing and everything you can wish for is lovingly thought about, from crockery and hot water bottles in the pods to fantastic bathrooms/shower/toilet and perfect kitchen facilities, where you can find microwave, kettle, fridge and toaster. Everything is spotless.
The owner Claire and team are the nicest people you can imagine.
A warm welcome (literally-the pods are heated) and an outstanding location.
Thank you so much for a wonderful stay, we will definitely book again! :-)",5,5.0,5.0,,5.0,,,OR
Simply stunning,"Red Dragon Holidays really do have something very special indeed. Me and my girlfriend stayed for just one night and after a long drive from the Midlands, we were met by Claire in the communal area of the site. Like us she's from Midlands but from the moment we'd arrived in Nant Gwynant, we could see the reasons why she'd moved to this beautiful part of the country.

We stayed in the pod named Criccieth Castle and as we approached the pod, our key was on a hook along with a post-it note with my girlfriends name on (She booked it!)

We paid extra for towels and bed sheets and both were clean and fresh for us to use. The pod was simple but as you'd expect. It was warm, dry and considering you're in the woods, it was impecably clean! There was a hospitality tray in the room along with cutlery & crockery but that really is all you need.. Simple!

They have 2 bathrooms on site as well as a single toilet. They also have a laundry room, 2 x kitchen areas with fridge, toaster and microwave in both. Unfortunately during our stay, one of the bathrooms was out of order as they'd experienced a leak. The guy who had come out to fix it was there when we'd got there (around 1pm) and worked well into the night (9pm) but even with one bathrooms out of action, we didn't find ourselves waiting at all (Claire did inform us as soon as we'd arrived about the situation).
We had an early night as we were climbing Snowdon via the Watkin Path the following day around 7am and the track starts just 300 metres away from Red Dragon Holidays. We completed the walk and made our way back to the car but as we'd experienced a down pour on our walk back from the summit, we had a quick shower before setting off back to the West Midlands.
All in all, an amazing time and we will definitely be coming back!",5,,5.0,5.0,,5.0,,OR
"A lovely cottage in an ideal, scenic location.","We recently enjoyed a week break at Snowdon Cottage.
We found it to be a lovely spacious cottage, filled with all the amenities you could need or want. Parking was ample, with enough room for our 4x4 and trailer for our kayaks.
The setting and location is perfect for exploring Snowdonia, and gives a nice feel of isolation without being TOO far removed from civilisation. Perfect.
The nearest village is Beddgelert, which is just under 3miles away, which has a selection of local and tourist shops, as well as a handful of pubs and placed to eat.
For supermarkets, there is a Tesco just over a 20min drive away in Porthmadog, or an ASDA and Morrison's little over 30mins away in Caernarfon.
Though maybe not to everyone's taste, I really enjoyed the lack of phone signal at the cottage. It really helps connect with the surroundings and nature without the distraction of notifications every 2 seconds.
It has to be said, that although this cottage is located very close to a path up Mount Snowdon, that path is the Watkins Path. This is known to be the hardest path up the mountain. If you're not of good/high fitness or an experienced climber, I would recommend a journey to one of the other 5 paths. The Llanberis one being the easiest (though longest), which also has a lovely railway that goes up to the summit as well.
Whilst staying here, I would also recommend a visit to the Sygun Copper Mine, which is located just under 2miles from the cottage.
All in all, a thoroughly lovely cottage in a beautiful, scenic location. Perfect for a break hiking and kayaking. If I'm ever in the area again, I would definitely look to rebook.",5,,,,,,,OR
"Location, Location, Location!","I have been coming to Bryn Dinas for years. The Camping Pods are a recent addition to this brilliant little site at the foot of Snowdon. In your pod you get two comfy single beds, my friend who is a beefy 6ft 3in had no problem keeping me awake with his snoring so they are good for even the biggest adults. The pods are warm and watertight and come with electrical sockets, kettles, mugs, plates etc. There are fridges, microwaves and toaster on site and a brilliant cafe within walking distance. There are drying facilities, showers, and flush loos which are spotless!
The location is brilliant for walkers, right at the start of the Watkin Path, with a host of other walks you can do right from the door if you don't fancy Snowdon.
Clare and the rest of the team are really friendly and can't do enough to help! Thoroughly recommend this little gem to serious walkers, or those wanting to escape from the main tourist areas.
",5,,4.0,5.0,,,4.0,OR
Great experience,Outstanding! Wonderful location! Close to all of the gorgeous trails! Super clean and still made you feel like you were camping! Pods were so comfortable; highly recommend if you want the full camping experience with a bit more shelter than a tent and a nice hot shower after a really long hike!,5,,,,,,,OR
Fantastic cosy place to stay very close to the Watkin Path,"The pod was perfect for a short break for my friend and I. It was clean and cosy when we arrived complete with kettle and mugs! We chose to have linen and towels provided for us and we weren't disappointed, the beds were so snug! The bathroom facilities were spotless and the showers were hot with good pressure. I really couldn't fault this place. We were climbing Mount Snowdon and the location was perfect as the site is very close to the Watkin Path. I can't wait to come back again!",5,,,5.0,,,5.0,OR
Great Stag Weekend,"We booked up all the pods for a stag party. Set up some gazebos and a BBQ and spent some amazing nights out under the stars. The pods are really comfy and make for a good social space as well.
The location is great if you are into hiking, biking etc and the walk into the village for a night at the pub is really nice now there is a dedicated trail on the far side of the lake.
Will be visiting again I hope.",5,,,,,,,OR
Cozy Cabin in a Gorgeous Location,"My family and I stayed at the cabin for 5 days. It was perfect. We did not have the best weather but that did not matter because it is situated in a beautiful location. The staff was really friendly and helpful. They have tea, coffee, sugar, milk and bread for you in the cabin when you get there and all the appliances and bits and bobs that you need to cook. Nothing was forgotten. We brought our own food and were able to keep to a budget and not eat out all the time. They have small pods as well and I believe a rental home. There are laundry facilities as well which definite come In handy when it's raining. Our cabin slept 4. We had three adults, 1 child and 2 dogs. I would definitely stay again.",5,,,,,,,OR
Hubby dog and me in a Pod!,"Just got back home from the best couple of days in Snowdonia with my lovely hubby and our 9 year old pup lol. We stayed at the red dragon Bryn Dinas Beddgelert in a pod and what a fab experience we have had . Location is fantastic just round the corner from great Snowdonia walks . The Watkin Path that goes upto Snowdon just 300 meters down the road. Beddgelert again just a couple of miles away. Bryn Dinas has everything you need the pods are so comfy, excellent showers and toilets facility and even though we only did 2 nights a place to do your laundry too x very clean and loved the fact my dog was welcome as much as us x so can't wait for next time x and this morning had the bestest breakfast at Caffi Gwynant literally 200 meters from our pod after a lovely walk around Llyn Dinas again a location you can't beat x",5,,,,,,,OR
Few nights away!,"Absolutely fantastic! Couldn't fault them, the staff have excellent customer service! Very comfortable, good facilities! Would highly recommend! There's local places to go, things to see, We went for a few nights away and liked it so much we went back.",5,,,,,,,OR
Marc jones,"This site was excellent it had everything you need 10 out of 10. I would definitely stay here again. The staff couldn't have been any more helpful ,the amenities were spotless and you are slap bang in the middle of the nicest part of North wales",5,,,,,,,OR
Fabulous!,"I was a bit apprehensive about sleeping in a hut the night before we walked/climbed the Watkin Path, but I was wrong to be so. These huts are spacious, clean, warm and ours was spider free! The beds were very comfortable and the outside area accommodated our BBQ needs! The area is very quiet and I slept so well. I only wish we could have had a second night there as it was far superior to the hotel we stayed in the night after the walk. The showers and toilets were very clean and really close to the huts. Brilliant place - will visit again- highly recommended!",5,,,,,,,OR
"Fantastic location, Great accomodation perfect holiday getaway..","Stayed in the Snowdon cottage the last week of July 16' as a base to explore Snowdonia some more and trek Snowdon's Watkin path, which is so close at only 300 meters away.
The cottage was warm, bright and very welcoming apon arrival.
There was a bottle of wine, bread and milk e.t.c waiting for us which was so nice.
The large kitchen diner would be perfect for larger groups and the whole cottage was very clean, modern and spacious with everything you could need.
There are many paths and walks around and the nearby village of Beddgelert has some pubs, cafes and a few shops.
The owner was on hand to help no problem at all, even when we had a flat battery she insisted 3 hours to wait for the RAC was too long and nipped off to get some jump leads.
Within 15 mins we were going again and went for a long drive. Thanks again :)
Suggest if you take the Watkin path up Snowdon and then take a different route down afterwards ensure the buses haven't stopped; as cabs are almost impossible to get hold of and its a long walk back.
Trust us, we know,,, we did it!
All in all a great holiday in a fantastic cottage in the best place right at the bottom of the mountains.",5,,5.0,5.0,,5.0,,OR
Fantastic,"Fantastic place to stay. Excellent facilities, only slight downside is there is a room off the communal room used as an extra place to stay and felt we were in the way a bit of the guests using it. Would stay here again as really enjoyed it!!",5,5.0,5.0,,5.0,,,OR
Incredible stay,"Amazing two night stay in the camping pods, they are warm and cosy which is perfect after the trek up mount Snowdon. The staff are lovely and friendly and have good local knowledge. The location was perfect being only 300m from a lovely cafe for breakfast and only a 5 minuet drive from the local town. The bathroom was in much better condition than what I expected with a modern fully furnished bathroom. The pods are slightly small but it was exactly what we needed and a nice step up from regular camping.",5,,5.0,5.0,,5.0,,OR
Perfect base for your Snowdonia adventure,"What an excellent bolt hole this place turned out to be. My partner and I stayed at the Red Dragon Camping Pods during the weekend of 1st - 3rd of July as we wanted a base to explore the southern and western paths up Snowdon. Red Dragon is located a couple of hundred yards walk away from the start of the Watkin Path, possibly the most picturesque of all of the popular ascents.
It's also a couple of miles away from Beddgelert, a wonderful little village full of pubs, cafes and the superb Beddgelert Woodcrafts that we've bought many items from over the years. I would highly recommend taking the walk along Afon Glaslyn south towards Porthmadog, with such breathtaking scenery you'd swear you were in the American Rocky Mountains.
As a base for exploring Snowdonia Red Dragon was perfect for us. We usually stay in either cottages or one of our two tents, but this was something new to us and we'd been keen to try out a pod for some time. On arrival we were met by Claire who was lovely and made us feel welcome. Our pod was very inviting and was surprising warm inside. We'd brought with us sleeping bags and duvets, but as it turned out I ended sleeping on top of the bedding as the pod was so cosy.
The pod consisted of two single beds, a central beside table with lamp and kettle (along with tea/coffee/sugar/milk), a bin at the end of one bed and the heater at the end of the other. The door had a window with blind, and there was another window and curtain at the rear. Some may think that basic, but there was really nothing more needed. The toilet block was clean and of high standard, and the communal cabin housed a fridge, microwave and computer. Having access to Wi-fi (small additional cost) was excellent especially as there is no mobile/3G/4G signal at all at the site.
I'd highly recommend Red Dragon as a base for your stay in Snowdonia. We're already booked in for later in the year when I'm due to run the Snowdonia Marathon. I'm glad that I know there's a comfy bed waiting for me.",5,,5.0,,,5.0,5.0,OR
3 Day Break,"My wife and I have just returned from an awesome 3 day break at the Red Dragon. What a cracking little gem this place is, tucked into the hill side of Snowdonia. We stayed in the Dragon's Lair which is a larger room than the pod's. The room was always lovely and warm and you can sleep in the beds for weeks. Claire the owner is really friendly and welcoming and makes you feel like your at home. She's really helpful and has so much knowledge in the local area.
Just across from the Camp site is a stunning lake you can walk around. And just a few metres from your front door is the start of an amazing walk up Snowdon threw a forrest path and up to some stunning water falls. We can %100 say we will be returning here as it's such a great place. And with all the surrounding beauty and great walks for you and your dogs you would be silly to not stay here and give this place a go.",5,,,,,,,OR
"Luxury camping, great for couples & families alike. Just lovely","The room was fantastic, we arrived easily due to great communication from Bryn Dinas. In all honesty we just expected beds but they have thought of everything, from corkscrews to umbrellas.
The pod was very clean and the bedding was luxurious.
The bathrooms were very spacious, much better than your usual small cubicles.
The only problem was that there aren't any local taxi firms to the village.",5,5.0,4.0,,,,,OR
Great location and cosy pods.,"We stayed for 3 nights midweek, the pods are lovely and cosy.
The owner answered all my questions quickly before we arrived.
The facilities are great, we were here to go walking and we had everything we needed, fridge for our food, microwave,toaster, kettle and the showers were always hot.
We will be back to conquer crib goch!!",5,,5.0,,,,3.0,OR
Excellent accommodation in a beautiful location.,"We stayed here back in April for 4 nights, the staff were very friendly and helpful, and the facilities excellent. Ideally located for visiting various parts of North Wales, with some brilliant local attractions.
We would definitely stay here again, thanks!",5,,5.0,,,5.0,5.0,OR
"Lovely accommodation, lovely location and a warm welcome!","We had stayed in Red Dragon's Snowdon cottage for a long weekend with family back in March and were so impressed we decided to come back for 12 nights holiday in May 2016. By the time we'd decided to do so, all the cottages were booked over the middle weekend but by our request, a booking was accepted for a stay in Tryfan cottage, moving into the Maple Lodge log cabin over the weekend, then back again for our second week.
Claire was always prompt in responding to emails and extremely helpful. The details for accessing the accommodation outside of reception hours were easy to follow.
We pre-arranged to have a Tesco shop delivered on our arrival day and when we arrived it was all put away on the kitchen shelves and in the fridge which was great! There were also sweets, milk, bread and a bottle of wine as part of the welcome pack which was all very welcome.
The cottage was lovely - very homely and perfect for a couple. Importantly all their accommodation is dog-friendly. Tryfan cottage is a 2+2 with a double bedroom and a sofa bed in the lounge. We felt (as a couple) that you'd have to be pretty close friends/family to stay as a party of 4 as there's not much room aside from the bedroom and lounge/dining space. This is not a criticism - just something to be aware of! There was TV, Freeview and a DVD player and a few books on the shelves too. The kitchen and bathroom were perfectly adequate - fully stocked with crockery, cutlery etc. and also with tea towels, washing up liquid and hand soap. The bedding was very nice and there were bath and hand towels provided too.
Maple Lodge log cabin was equally as comfortable. We stayed over the weekend. All the same provisions (towels, bedding, washing stuff etc). The accommodation would be brilliant for a family wanting a camping experience without camping! There was a very comfortable double bed downstairs and a loft space upstairs which children (or big kids) would love! The bathroom and kitchen were perfectly normal facilities - just like being in a cottage! It was really cosy and comfortable.
We had wifi in both the cottage and the log cabin, although it was more reliable in the cottage as it's a dedicated connection whereas the log cabin shares its connection with the glamping pods.
Clare and the team were really helpful in moving our bags between accommodations so we didn't have any worry about packing them into the car for our 'moving' days.
There is loads to do round the area; Snowdon is on the doorstep. There's a fantastic Copper mine down the road and easy access to walks and other attractions. We also went on a boat trip to Puffin Island off Anglesey. Didn't get onto the steam railways but will plan that for our return.
I must say as well that if you're having a long stay, as we did, that the laundry facilities are excellent and very inexpensive when compared to a campsite where we've often paid three or four times what we had to to was and tumble dry clothes here.
Honestly a lovely place to stay with helpful and friendly staff running the place.",5,,5.0,,5.0,,5.0,OR
Camping with style!,"Visited with a group of friends to celebrate my birthday and tackle mount mount snowdon.
Great base for different route we did the miners path.... car park was around 5 min drive away.
We also booked a meal in the nearby village just around 5 min drive away.
The pods themselves were brilliant.... comfy beds, heater, plenty of plug sockets to charge phones and make a brew at the same time!
Communal room was great to have as a little indoor base. Outdoor area plenty of room to sit around and have bbq.
Bathrooms warm and clean.
Had a brilliant time here... the pods were perfect for the inexperienced camper who doesn't fancy a tent! Would visit again!",5,,,,,,,OR
Awesome stay in snowdon cottage and excellant pods at Red Dragon,"They had got everything we needed ready and made us all so comfortable, all was clean and well maintained. Perfect location as we were near the hills for rambling, cycling, Snowdon it's self and everything else you can think of you would like on a holiday. We most definitely will be coming back here and recommend the Red Dragon to everyone who wants a great short or long break.",5,5.0,5.0,,,5.0,,OR
Fabulous snowdon cottage Red Dragon!!*****stars,"Beautiful, clean, spacious cottage surrounded by nature sceneries. In the cottage we found modern designed kitchen and bathroom. Owners made us feel very welcome by putting food and drink supplies. We recommend this cottage to everybody.",5,,5.0,5.0,,,5.0,OR
yearly trip up snowdon,"Each year a party of around 12 of us take a long weekend at Red Dragon cottage ( one of the two main cottages - and on the Saturday hike up the big one.
We have stayed here for the last 5/6 years and i have only been a non runner for 2 of them (due to illness) but every time we go we are never disappointed with what is laid on for us - im even contemplating using the twin cabins for a family weekend up the hill but have yet to contact the owner for prices etc.
Overall well worth the money.",5,4.0,4.0,,,4.0,,OR
Tryfan,"Me and my girlfriend stay at Tryfan cottage and had the best time was very peaceful! We had a lovely walk to Beddgelert n Friday evening for some really nice food! Then Saturday walked Watkin path up Snowden! The cottages are in a perfect place and it's so beautiful every where you look is something amazing!
Had a great time and would certainly go back.
Chris / Lyndsey and buster",5,,,,,,,OR
lots of fun,"We have stayed that the pods several times n they never fail to impress, what can i say great pods, they are spotless inside and out, the shower block is very warm and clean.
this is a good base to got around.thanks to Claire and the team. See you all soon.",5,,,,,,,OR
Cracking 3 niht stay,"Husband & myself & the pooch went for a mid week break with some walking & we found the staff great & willing give you info on all the walks & the pods were comfortable & warm & all the site was clean, lovely site of the goats on the hillside in the morning & the hooting of the owl at night. Thanks for the loan of the rucksack & Bruce say's he loved watching the sheep from the pod.",5,,,,,,,OR
Great place to stay,"Just returned from a lovely few days away with son, with purpose of climbing Snowden,
and we did and wow the pods we stayed in there just brilliant warm & cozy, with good facilities kitchen and washing/dryer.
The location is fantastic.. wake-up with great views,
Well organised place warm and friendly place - thanks Clair and team..",5,,,,,,,OR
Fantastic stay at Bryn Dinas!,"My partner and I had a great experience at Bryn Dinas Camping Pods. The location was ideal, a couple of minutes walk from the start of the Snowdon - Watkin path and 10 minutes drive from the Nant Peris car park. The pods were basic - clean, matresses comfortable with under bed storage, kettle, little sugars and milk pods and mugs provided plus extra plug sockets (four in total). The heating was perfect and could be turned off. Shower and bathroom facilities immaculate and well maintained. I never saw the common room to comment on that unfortunately. We took our cocker spaniel who loved it, dog attachment on pods so he could be kept on an extended lead and an area for him at the back to take to the toilet. Parking was in a verge at the side of the accommodation - cars were off the road, could be seen at all times and there was plenty of space. The lady who was at the reception (whose name I've forgotten) was extremely helpful and friendly. The site was clean, bins for rubbish and bottles present. The fridge and sink area again were immaculate and not many people used these areas, maybe because it was April and there were restaurants and cafes near by but we had a BBQ every night and It was quiet and peaceful.
The only negative was that the wifi wasn't available in our pod due to it being at the end - this made my boyfriend extremely happy! We would definitely return ",5,5.0,5.0,5.0,,,,OR
Our Honeymoon,"Been here before and fell in love with the place... so decided to spend our honeymoon here. Was an awesome week. Aran cottage is so lovely and even lovelier when the log burner is going. Claire, Neil and their team are so lovely and make you feel so welcome. The cottage is clean and welcoming. I would recommend taking a walk over to the bridge during the evening if its clear as the night sky is lovely. Thank you for a lovely stay in your wonderful cottage in such a wonderful location xx",5,,,,,,,OR
Fantastic location and accommodation !,Really loved this place x fantastic accommodation and location in Snowdonia x Amenities only a few miles away and petrol available in Porthmadog ....ten miles away x we will be back in the summer to do some more hiking x,5,,5.0,5.0,,,5.0,OR
"personal, comfortable, warm, amazing holiday!",The room was great - had everything we needed - very thoughtful. The location was brilliant - the price was great - we felt very welcome and comfortable. We had a really brilliant holiday and could definitely stay for longer than we two nights we did. We will be back!,5,5.0,5.0,,5.0,,,OR
Weekend away,"Just returned from a super weekend at 'Snowdon' cottage at Red Dragon in Nant Gwynant. The cottage is bright and spacious and was quite suitable for our group of 6. Large modern kitchen / dinner with slate floor and everything one would need for a self catering holiday. Lounge room with 3 two seater settee's and TV, books and some games and at this time of year the underfloor heating was most welcome. Beds and bathroom all clean and comfy and bedding and towels provided. A lovely setting in the Welsh hills and a great base for Snowdonia. Good website and first class communication.",5,,5.0,,,5.0,,OR
Dragons lair,"Stayed here with the family and found it very comfortable and warm. 2 bunk beds,fridge and kettle with tea and sugar also. Ideal spot for mount snowdon and beats a tent when weather is not great. Also great value for money. Toilets/shower rooms are really clean and more private than your usual camp site.",5,,,,,,,OR
Absolutely brilliant. AGAIN...!,"Having stayed at Sygun cottage Dec/Jan 2014/15, we immediately rebooked in January 2015 for New Year 2015/16, this time staying at Snowdon Cottage. What can I say? The cottage is fabulous with a lovely huge kitchen which we used as our main focal point. The underfloor heating keeps it uber cosy and the bedrooms and bathroom are gorgeous. Waking up each morning to views of the mountains is something we will never forget. Again, Claire and co had left us mince pies, sweets and wine to welcome us. The location of these cottages is perfect for a group stay. My brother and sister and their families were staying at Sygun and Tryfan and we were all able to socialise together, including walking the dogs up the Watkin Path up Snowdon. There are lovely walks all around and Bedgellert is just a 10 minute drive away. Claire and her team can't do enough to help and again, we've not only booked for New Year 2016/17, we've also booked Maple Lodge for my birthday in March 2016. Claire is so helpful and makes it so easy to book, I absolutely cannot fault this accommodation and the team who run it. I can't recommend this highly enough. GO THERE, you will NOT be disappointed...!!!",5,,,,,,,OR
Last minute New Years trip,"Booked a quick New Years trip to snowdonia with a mate intending to rough it in the van for 3 nights. Everywhere including red dragon was booked up so the van was our bed. We decided to call Claire on the off chance and once again she came up with a winner. She managed to get us in the bunk house, only for 1 night but better than a cold van. Thanks Claire, you exceeded expectations once again.",5,,,,,,,OR
Christmas 2015 at Red Dragon Pods,"Thoroughly enjoyed out two night stay in ""Beaumaris"" pod over Christmas 2015.
Despite 7 inches of rain in 24 hours we had a brilliant time. The pod was clean, in great shape and incredibly well insulated and warm. We experienced brilliant, really friendly customer service from Alwen, Jason and Dina and can't wait to see you again - hopefully in snow! Paul and Tina",5,,5.0,5.0,,,,OR
Fantastic!,"I am by no means a fan of camping, and do like my home comforts, so this was perfect for me. We stayed in 2 of the camping pods as a family for one night after visiting Bounce Below. We all absolutely loved it. The pods were warm and extremely comfy and the facilities available were all you could need. It was a shame it was a cold, wet October night but we are already looking into returning next summer to hopefully take advantage of bbq-ing outdoors.",5,,,,,,,OR
Maple Lodge,"My son and I have had a lovely week in the lodge. Warm and cosy set in woods that my son enjoyed exploring. Right at the start of the Watkins path and many more paths. Visited the Ffestiniog railway and national slate mine. Ideal location for any where north and such a warm welcome, we will be back again and again.",5,,,,,,,OR
Couldn't fault it!,"After a long day travelling and climbing Snowdon, this was the perfect retreat to go back to! When we arrived the key's were left in the exact place described before coming. The pods themselves were clean and tidy and along with the separate shower rooms, it made for a great stay. We didn't use the communal room (we had a few disposable BBQ's which we used outside - great idea by the way, there is a stone in the outside seating area which you can use them on!!) but it looked clean and tidy with all the facilities you could need.
I would 100% recommend Red Dragon to anybody venturing to Snowdon and I would certainly return in a heartbeat if coming back. Top stuff!",5,,4.0,5.0,,,5.0,OR
brilliant!!!,"after a cold tiring day - pow! - warm clean POD's. just what we all needed, everything there we needed, showers, separate wash rooms and washing facilities. what a great end to a tough day. many thanks",5,5.0,4.0,,4.0,,,OR
Excellent stay,"Had a wonderful stay in the pod. Was really warm and had a great nights sleep. Microwave, sink and fridge in the small huts behind the toilet block, which meant i had porridge for breakfast! Make sure you ask for the Wifi code when confirming stay. Will come and stay again.",5,,5.0,5.0,,,5.0,OR
Glamping in Romantic Snowdon,"We booked a camping pod for the first time and this experience has really given us the great outdoors bug!
We never met our hosts however their warm and thoughtful touches were everywhere. I had asked for our beds to be pushed together and this was done so we could snuggle in our double sleeping bag. The bathrooms were spotless and the showers great - hot and with great pressure, just what you need after a day walking. All the pods are located around a small enclosure of tables and the bathrooms are very close so it is all convenient.
The pods themselves are equipped with a kettle, power and heating too so it really is glamping. There is even an umbrella in case it is raining which I am glad to say that we didn't use at all.
In the community room, there is a toaster and fridge so you can store perishables for the next day and tables so you can eat inside if the weather is not so good.
The location is great too - we were only here two days but managed to climb Snowdon (OK there was a train ride involved...), visit the beaches of Anglesey and Portmerion village too as it is all so close.
My only gripe was that our Wifi code was not left for us and I couldn't be bothered to go down the road to phone about it. There is no phone signal at this location but honestly, we were so chilled out that it was quite nice to be off grid so it wasn't a proper biggie. I am sure that if I had mentioned it, it would have been sorted out. I did pick up a BT Openzone hotspot on the first day which I connected to but it was gone on day 2.
Highly recommended - we may well be back!",5,5.0,5.0,5.0,,,,OR
Another great stay,"Went to north wales for a week of mountain biking and tried to fit in as many trail centres as possible.
After 4 nights of sleeping in a van, we were driving past red dragon pods and decided to chance our arm and book a single nights stay.
As luck would have it, as we parked up to jot down the phone number, the owner pulled up behind us and asked if she could help. She checked her diary and told me she had a single pod left and I paid for it there and then, no hassle whatsoever.
We were only there for a single night and back out the door by 06:30 on route to Birmingham but that 1 night in a warm, dry pod, drying out damp kit was excellent.
It's our second stay there but I'd go back time and time again. I love the simplicity...",5,,,,,,,OR
A great idea and excellent customer service,"We rented 4 of these pods for the weekend and were all very pleased with them. The owners have obviously thought about their customers' needs and there was everything you needed for a comfortable stay. The pods are very warm and bedding and towels are provided. There are 2 proper bathrooms which are excellent, although there might be a wait in busy times. There's a communal room with 2 large picnic style table and chairs and a large fridge and freezer. There's a little kitchen for washing up and a microwave and another little fridge. There's also a laundry and drying room, which thankfully we didn't need to use. The pods are equipped with plates, cups, bowls and cutlery and even a couple of hot water bottles and a hair dryer! The site is lovely with loads of tables and seating areas for outside eating and drinking when the weather's good. The A5 runs right outside so you wouldn't want to let dogs or kids run around unsupervised because of the mad drivers on that road, but there's plenty of exploring area for kids well away from the road. This is an excellent alternative to camping and more fun than a B&B. We'll definitely stay here again. There's a really good cafe within walking distance too that does a great breakfast.",5,,5.0,5.0,,5.0,,OR
Amazing!,"Fantastic stay , we stopped here for one night as the hotel we were staying at was full! We found that the facilities were much better than the hotels! And cheaper! We will be sure to be going back! Many Thanks to the staff, the rooms were very accommodating with sufficent space",5,,,,,,,OR
Brilliant Stay,"We have stayed hear twice now. Once in May in the warm log cabbing and again in August bank holiday.
The cabin had everything you needed from the kitchen work surface to the double bed and bathroom. (Space upstairs for little ones) We stayed for a week (Walking holiday) and found it was great to come back to after a cold days walking. We were greeted by a bottle of wine, chocolates and milk.
The camping pods were great as a family weekend away. They had plenty of space, Beds wee comfy and they also had plates, bowls, mugs also a hair dryer.
Thank you for a lovely stay, we will sure to be returning.",5,,,,,,,OR
Lovely little hide away,"We stayed in a pod for 3 nights, and loved it. This was our first holiday with our puppy (7 months) and he adapted to the environment really well as everyone was so friendly and the facilities were great.
Lovely cafe down the road (although it was closed mon and tues) and a few local dog walks that had lovely views.
Not far from beddgelert which had some lovely pubs which were dog friendly.
Would like to thank the staff for their helpful information, was such a relaxed place, the keys were left for us so there was no waiting around after our 6 hour drive, and the same on departure, popping the key in the post box.
Having wifi helped as we watched a movie when the bugs came out and the pods were pretty soundproof.
We had a great time and would definitely stay here again if we came back to Wales. Thumbs up",5,,,,,,,OR
Out of the rain,"During a very wet 5 days the Pods were an absolute godsend. Being able to get out of the rain into the cosy snug warm inviting pods was fantastic. Good shower blocks with very warm water, great drying facilities for wet clothes with washing machines and tumble dryers and kitchen facilities all on site. Due to weather wasn't able to use the giant bean bags or bar-b-q's but could imagine on a sunny evening they would be fantastic. Local village Beddgelert about 2.8 miles away with a few great pubs serving great food. Right in the foothills of Snowdon and nearby mountain biking available as well. A wonderful glam ping trip that I would highly recommend.",5,,5.0,5.0,,,5.0,OR
Perfect end to a perfect trip,"Decided with a small group that we wanted to go to Snowdon and take the challenge of the climb, needed to find somewhere close by to the walk and we didn't want to have to put tents up as we didn't know how long the hike would take so was delighted to find these camping pods , they were clean , very practical , very comfortable and cosy after a long hike . The kids loved them as did the adults. Would definitely recommend these wonderful camping pods which were reasonably priced too.the staff were wonderful and very happy to help with any queries .",5,5.0,5.0,,5.0,,,OR
no messing with a tent anymore,"brill much better than a tent..lots of different grade walks beautiful scenery, the camp sit is run by friendly staff ,i'm just miserable 'cos my internet wouldn't pick up their signal...amenities fine, but I wouldn't like to visit at busy times as only 2 showers and 2 toilets sited in the shower rooms..would certainly go again in the quiet season though",5,,,,,,,OR
Great few days away,"First time glamping.
Wasn't disappointed.
Warm friendly welcome before we had even arrived.
Pods warm and cosy with everything you need right down to a hairdryer.
Don't be put off by the closeness of the other pods. It didn't bother us one bit.
Lovely warm bathrooms, excellent laundry facilities and bike storage.
A great few days away and the dog came too !
We'll definitely book again",5,,,,,,,OR
